respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1836,41,Female,Muslim,Married,No,Long COVID,1,NA,,20260909002,-12.3217,-0.94342,-11.5393,-1.94894,-12.957,-0.262298,-0.270179,-0.0307972,-0.249726,-0.267595,1.15958,0.622912,0.581312,0.94612,2.06991,1.9887,0.585343,1.27081,1.54072,2.26609,10.2988,-0.182689,-0.126898,-0.268791,-0.675,-1.41321,-3.16162,-0.214427
1837,77,Female,Christian,Married,Yes,Bereaved,4,NA,,20260909002,-10.2384,-1.02965,-9.70658,-1.9453,-11.0445,-0.0992938,0.0381464,0.0893542,-0.0732588,0.00910715,0.998202,0.599023,0.500828,0.743052,1.75928,1.73653,0.541779,1.23519,1.41738,1.97355,8.39518,-0.181358,-0.0759858,-0.186105,-0.635346,-1.41471,-3.14612,-0.194908
1838,50,Male,Not answered,Married,No,None,2,NA,,20260909002,-9.71691,-0.882266,-8.95311,-1.9093,-10.3276,-0.353121,-0.142821,-0.0529052,0.0226249,-0.212578,1.15319,0.508577,0.393122,0.815626,1.77421,1.88374,0.53045,1.0922,1.32764,1.98697,7.87539,-0.166385,-0.0911373,-0.251559,-0.669291,-1.37162,-3.09436,-0.151738
1839,63,Female,Muslim,Married,No,None,3,NA,,20260909002,-10.1326,-1.00685,-9.43468,-1.89779,-10.6032,-0.0403066,0.11262,0.126475,0.104475,-0.0473192,1.00464,0.377828,0.540418,0.624228,1.62628,1.80866,0.49962,1.20658,1.18416,2.03876,8.08258,-0.17112,-0.108209,-0.21341,-0.62379,-1.44482,-3.12173,-0.189887
1840,42,Male,No religion,Married,Yes,Had COVID,1,NA,,20260909002,-10.8724,-0.770513,-10.208,-1.86727,-11.465,-0.160698,-0.0756594,0.0200719,0.0180339,-0.229615,1.2034,0.446561,0.537945,0.864099,1.7072,1.79558,0.411119,1.25733,1.33455,2.05046,9.03836,-0.20545,-0.15395,-0.23304,-0.646296,-1.41048,-3.14295,-0.186557
1841,73,Female,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-9.77451,-0.694246,-9.18682,-1.62836,-10.3699,-0.332303,-0.116577,-0.0312403,-0.0984714,-0.241837,1.0368,0.433403,0.490739,0.523897,1.6543,1.74143,0.336192,1.14577,1.11122,1.90576,8.05927,-0.213252,-0.135649,-0.217587,-0.667514,-1.39445,-3.12405,-0.220406
1842,53,Female,No religion,Married,Yes,Had COVID,3,5,Institutional Trust and Technocratic Governance,20260909002,-12.3543,-0.895361,-11.6908,-1.83293,-12.7926,-0.275378,-0.114251,0.0321196,-0.118492,-0.19973,1.16705,0.631203,0.539878,0.776295,1.77722,1.83459,0.476257,1.16517,1.16374,1.78235,10.485900000000001,-0.1879,-0.160936,-0.239684,-0.673524,-1.44427,-3.14016,-0.186143
1843,41,Female,No religion,Married,Yes,Had COVID,1,NA,,20260909002,-9.37743,-0.91796,-8.78445,-1.84997,-10.035,-0.171614,-0.110831,0.0354887,-0.0425554,-0.169047,0.917129,0.413038,0.525568,0.666959,1.64664,1.90285,0.615378,1.44657,1.29721,2.11041,7.42317,-0.149925,-0.0795447,-0.194308,-0.596285,-1.38045,-3.05712,-0.21272
1844,74,Male,Not answered,Married,No,None,4,NA,,20260909002,-11.5602,-0.804083,-11.0171,-1.78508,-12.0199,-0.254068,-0.168345,0.071921,-0.0705649,-0.271673,1.12442,0.42195,0.531544,0.663003,1.59034,1.8353,0.379484,1.29047,1.29157,1.67466,9.71817,-0.170412,-0.145252,-0.274769,-0.646538,-1.43045,-3.16215,-0.181487
1845,90,Female,Not answered,Widowed,No,Had COVID,2,NA,,20260909002,-9.02616,-0.741912,-8.44074,-1.86215,-9.54023,-0.274676,-0.23388,0.0652253,-0.0368775,-0.339521,1.13628,0.504457,0.568661,0.770603,1.79703,1.71864,0.433912,1.23663,1.28256,1.91504,7.16912,-0.187589,-0.144563,-0.299687,-0.661193,-1.38184,-3.11718,-0.207375
1846,18,Female,No religion,Single,No,None,3,NA,,20260909002,-10.4711,-0.856474,-9.92288,-2.09074,-11.1615,-0.232409,-0.134494,-0.0462447,0.00719327,-0.237591,0.864677,0.319896,0.531917,0.865942,1.63707,1.76466,0.454962,1.33697,1.44852,2.04523,8.60411,-0.178456,-0.129003,-0.263458,-0.648039,-1.42444,-3.16222,-0.198151
1847,81,Female,No religion,Married,No,None,4,NA,,20260909002,-9.82022,-0.822562,-9.26896,-2.1983,-10.328,-0.0551919,-0.0588426,0.0878465,0.103048,-0.124429,1.04405,0.439053,0.615534,0.886513,1.60643,1.76411,0.513571,1.26779,1.66667,2.0608,7.92801,-0.175306,-0.0755403,-0.25736,-0.634578,-1.42214,-3.14402,-0.219878
1848,22,Male,Muslim,Single,No,None,4,NA,,20260909002,-10.6843,-0.817971,-10.0825,-1.98662,-11.4545,-0.338274,-0.214329,-0.101066,-0.0804451,-0.134751,0.860136,0.242623,0.528812,0.566377,1.67334,1.81499,0.444608,1.32295,1.44096,2.17999,8.76373,-0.159639,-0.101704,-0.250195,-0.662185,-1.41629,-3.11986,-0.207253
1849,38,Female,Christian,Married,Yes,None,2,NA,,20260909002,-9.37743,-0.91796,-8.78445,-1.84997,-10.035,-0.171614,-0.110831,0.0354887,-0.0425554,-0.169047,0.917129,0.413038,0.525568,0.666959,1.64664,1.90285,0.615378,1.44657,1.29721,2.11041,7.42317,-0.149925,-0.0795447,-0.194308,-0.596285,-1.38045,-3.05712,-0.21272
1850,48,Male,No religion,Married,No,Bereaved,1,2,Libertarianism,20260909002,-9.87482,-0.738216,-9.41955,-1.76463,-10.6579,-0.16672,0.102956,0.0976469,0.0308097,-0.0233039,0.634834,0.0348212,0.407903,0.437415,1.47986,1.67953,0.342142,1.14792,1.22753,1.97359,8.20319,-0.195874,-0.0874285,-0.202512,-0.656336,-1.39587,-3.09046,-0.196552
1851,86,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-8.83095,-0.733663,-8.33677,-1.82054,-9.79625,-0.281403,-0.102489,0.0328098,-0.0277974,-0.178158,0.887455,0.386645,0.508139,0.838417,1.95042,1.82102,0.466855,1.20189,1.20886,2.16898,7.1294,-0.188588,-0.170533,-0.246237,-0.707266,-1.4199,-3.18462,-0.227779
1852,24,Male,Christian,Single,No,None,2,NA,,20260909002,-9.81084,-0.939472,-9.04895,-1.94756,-10.4634,-0.0919944,5.3044e-4,0.0435917,0.101445,-0.0711104,1.2889,0.629313,0.584844,0.975932,2.00687,1.88942,0.577115,1.21023,1.32422,2.17105,7.79493,-0.192294,-0.107691,-0.234713,-0.660565,-1.36622,-3.12794,-0.175971
1853,79,Male,Christian,Widowed,No,None,1,NA,,20260909002,-10.7744,-0.857239,-9.98334,-1.8314,-11.2621,-0.119879,-0.17624,-0.0225979,6.02244e-4,-0.298168,1.05058,0.456084,0.471095,0.630276,1.67652,1.89545,0.604776,1.25512,1.25779,2.11774,8.79512,-0.196739,-0.171727,-0.230929,-0.662659,-1.38882,-3.09845,-0.195365
1854,53,Male,No religion,Married,No,Bereaved,3,NA,,20260909002,-9.93681,-0.909413,-9.27383,-1.99095,-10.6328,-0.0750341,0.0263791,0.196563,0.131072,-0.13595,1.25684,0.639806,0.503928,0.880264,1.91066,1.8242,0.505611,1.23603,1.27528,2.09785,7.99996,-0.194431,-0.170413,-0.239144,-0.621155,-1.33784,-3.1144,-0.222518
1855,82,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-9.75247,-0.800189,-9.21849,-1.90146,-10.4932,-0.363871,-0.193772,0.05966,-0.0244389,-0.404868,1.18348,0.555757,0.599789,0.845784,2.04071,1.93347,0.567465,1.32899,1.32996,2.23533,7.90476,-0.168539,-0.128508,-0.228154,-0.684204,-1.4018,-3.20014,-0.202884
1856,29,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-11.1984,-0.849136,-10.5963,-1.75709,-12.0777,-0.0697712,0.0428048,0.0431701,0.0293956,-0.00449781,0.91754,0.442549,0.403185,0.626709,1.8388,1.77693,0.540998,1.25556,1.21509,2.17585,9.40795,-0.220832,-0.121816,-0.243012,-0.649693,-1.41371,-3.15611,-0.224698
1857,52,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-9.11063,-0.841331,-8.5944,-1.89059,-9.83393,-0.195605,-0.00907826,0.0414308,0.0677441,-0.0283317,1.08411,0.579325,0.631626,0.849006,1.74053,1.67505,0.384751,1.1605,1.28082,1.87155,7.3467,-0.196239,-0.159216,-0.254367,-0.65286,-1.352,-3.10015,-0.229338
1858,29,Male,No religion,Single,Yes,None,1,NA,,20260909002,-8.32383,-0.874977,-7.69076,-1.7846,-8.82238,-0.234416,-0.0531433,0.0205731,-0.14079,-0.186829,0.988931,0.478201,0.40281,0.811979,1.49239,1.75956,0.469597,1.21193,1.28816,1.71044,6.46531,-0.135184,-0.0997261,-0.252067,-0.66193,-1.43268,-3.15337,-0.176664
1859,78,Female,No religion,Married,No,Had COVID,4,1,Scientific Rationalism,20260909002,-9.75182,-0.735373,-9.28694,-1.61273,-10.4394,-0.435986,-0.204194,0.010211,-0.0911324,-0.352661,0.786404,0.244958,0.458573,0.507255,1.34946,1.58503,0.308648,1.22622,1.11177,1.76046,8.1386,-0.13073100000000001,-0.163856,-0.230945,-0.659832,-1.39824,-3.10632,-0.192592
1860,48,Female,Christian,Married,No,None,3,NA,,20260909002,-8.70631,-0.887003,-8.01651,-1.87015,-9.33397,-0.0140093,0.0838183,0.117568,0.0998024,0.0436892,0.855344,0.30125,0.494116,0.683027,1.52175,1.81845,0.495074,1.23485,1.35063,2.06929,6.75473,-0.172165,-0.0814894,-0.33224,-0.733605,-1.439,-3.17131,-0.194089
1861,63,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-10.2362,-0.887949,-9.53052,-1.7643,-10.9976,-0.13252,0.0453429,0.117015,-0.00473682,-0.059,1.05374,0.46757,0.491041,0.5647,1.93823,1.78948,0.483741,1.16181,1.17619,2.14586,8.31353,-0.19671,-0.14241,-0.284839,-0.678937,-1.4267,-3.12109,-0.165438
1862,89,Male,Christian,Married,No,None,1,NA,,20260909002,-9.91339,-0.737985,-9.35362,-1.65476,-10.8709,-0.583277,-0.338379,-0.117713,-0.121175,-0.25462,0.988945,0.569834,0.56065,0.673026,1.89017,1.87755,0.571905,1.26696,1.19169,2.26405,8.22322,-0.154067,-0.177357,-0.239192,-0.611239,-1.383,-3.18309,-0.224144
1863,43,Female,No religion,Divorced,Yes,Long COVID,2,NA,,20260909002,-9.50084,-1.02798,-8.83388,-1.886,-10.253,-0.0216355,0.0249177,0.177617,0.171442,-0.00564188,0.883494,0.469755,0.497146,0.728644,1.69368,1.75489,0.610341,1.16202,1.30054,2.0817,7.59006,-0.17015,-0.176363,-0.312937,-0.702444,-1.32989,-3.07554,-0.173206
1864,53,Male,Christian,Married,No,None,3,NA,,20260909002,-9.73153,-0.833637,-9.15203,-1.84671,-10.4699,-0.258538,-0.168134,-0.0309157,-0.126097,-0.224897,0.944121,0.435197,0.415668,0.737651,1.58329,1.62013,0.383554,1.20222,1.02644,1.82988,7.97778,-0.16907,-0.161526,-0.247228,-0.675315,-1.37891,-3.12009,-0.16
1865,49,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-10.3966,-0.68663,-9.73562,-1.67418,-11.0797,-0.332217,-0.218688,-0.0653132,-0.111441,-0.196754,1.24388,0.616536,0.493977,0.767315,1.77603,1.69593,0.232793,0.993216,1.00985,1.75213,8.67769,-0.141962,-0.124315,-0.267533,-0.659175,-1.39973,-3.14924,-0.201996
1866,52,Female,No religion,Married,No,Had COVID,2,2,Libertarianism,20260909002,-9.11422,-0.822341,-8.43539,-1.8147,-9.7103,-0.331628,-0.209384,-0.0117229,-0.100624,-0.38173,1.19998,0.588053,0.543313,0.902718,1.83323,2.01354,0.609304,1.23038,1.26629,2.24892,7.2378,-0.17995,-0.133469,-0.246114,-0.672643,-1.3866,-3.11824,-0.202422
1867,49,Female,Christian,Married,No,None,3,NA,,20260909002,-11.6925,-0.901512,-10.9668,-1.95303,-12.2614,-0.244913,-0.109018,-0.0423354,0.118712,-0.352267,1.1299,0.589998,0.572138,0.860339,1.96357,1.86687,0.547719,1.26536,1.34146,2.19234,9.75666,-0.231753,-0.200808,-0.275952,-0.698236,-1.38273,-3.13514,-0.216936
1868,77,Female,Christian,Divorced,No,Had COVID,4,NA,,20260909002,-10.6825,-0.861504,-10.2461,-1.89891,-11.2754,-0.258087,-0.10014,0.105289,0.0960907,-0.214643,0.790118,0.36278,0.420175,0.626393,1.55679,1.75083,0.495979,1.25794,1.33434,1.92837,8.93569,-0.190545,-0.136333,-0.238115,-0.630999,-1.43477,-3.12357,-0.206399
1869,23,Female,Christian,Single,No,Had COVID,3,NA,,20260909002,-9.45846,-1.02226,-8.70403,-1.90825,-10.1604,-0.116511,0.00776683,-0.0881583,-0.0563838,-0.214555,1.17001,0.535552,0.602459,0.812977,1.84217,1.81194,0.508102,1.2532,1.18093,2.05536,7.47128,-0.150135,-0.132442,-0.24239,-0.687534,-1.35507,-3.13417,-0.151584
1870,35,Female,Christian,Single,No,None,3,NA,,20260909002,-10.497,-0.977369,-9.78713,-1.74892,-11.1714,-0.0993067,0.0115864,0.0687362,0.0044881,-0.0589278,1.07344,0.415799,0.421282,0.598236,1.83083,1.69942,0.462124,1.17809,1.07359,2.06524,8.50729,-0.201253,-0.149388,-0.256153,-0.687198,-1.40787,-3.06359,-0.205673
1871,85,Male,Christian,Married,No,None,4,NA,,20260909002,-8.6478,-0.723378,-8.29997,-1.99263,-9.61141,-0.421684,-0.315578,-0.0347377,0.0368679,-0.372836,1.00457,0.516741,0.569147,0.790447,1.92709,1.5952,0.398249,1.19755,1.26509,2.17265,7.06336,-0.159233,-0.0953931,-0.295313,-0.724966,-1.37299,-3.13008,-0.221915
1872,43,Male,No religion,Single,Yes,None,3,NA,,20260909002,-9.70783,-0.90631,-9.15604,-1.96583,-10.4396,0.0694404,0.0432199,0.111031,-0.015277,-0.0478122,0.802763,0.485151,0.579507,0.921511,1.688,1.65453,0.437527,1.19726,1.29702,1.96253,7.88955,-0.148073,-0.143396,-0.241081,-0.66926,-1.37139,-3.09406,-0.183107
1873,66,Male,Christian,Married,No,None,1,NA,,20260909002,-8.53807,-0.745668,-7.89502,-1.79053,-9.16048,-0.283955,-0.157839,-0.0294814,-0.0307261,-0.182668,0.956779,0.320579,0.510559,0.610304,1.66681,1.73642,0.512904,1.18287,1.42301,2.00063,6.71829,-0.186654,-0.188299,-0.300758,-0.684932,-1.38002,-3.16459,-0.192247
1874,48,Female,Christian,Single,No,Had COVID,2,NA,,20260909002,-10.1693,-1.00531,-9.44424,-2.08191,-10.9586,-0.274116,-0.0638114,4.83349e-4,0.0374424,-0.19062,1.1685,0.658875,0.43763,0.797992,2.00831,1.69445,0.510118,1.11079,1.32617,2.07544,8.26365,-0.195813,-0.116698,-0.266832,-0.676113,-1.36859,-3.1099,-0.172879
1875,65,Female,Muslim,Widowed,No,Had COVID,4,NA,,20260909002,-9.17304,-0.907795,-8.50799,-1.8439,-10.0272,-0.357655,-0.181888,0.0236203,-0.202877,-0.181127,1.16081,0.729692,0.616076,0.896537,2.05255,1.92603,0.633768,1.23992,1.29068,2.28577,7.28495,-0.184118,-0.179302,-0.237092,-0.668114,-1.42399,-3.16475,-0.191438
1876,33,Male,No religion,Single,Yes,None,4,NA,,20260909002,-10.3763,-0.771406,-9.88813,-1.71432,-11.026,-0.206241,-0.126343,0.0810566,-0.0442619,-0.269046,0.79441,0.38403,0.530686,0.629299,1.72049,1.69447,0.312588,1.20199,0.948418,1.82638,8.63439,-0.150911,-0.0905952,-0.283268,-0.603116,-1.42061,-3.18032,-0.180735
1877,39,Female,No religion,Married,No,None,4,NA,,20260909002,-10.5735,-0.829362,-10.0407,-1.88206,-11.3086,-0.154719,-0.0537376,0.161398,0.0913116,-0.0324837,1.10598,0.488501,0.650547,0.921553,1.88523,1.76386,0.431477,1.23503,1.08229,1.81091,8.73307,-0.151934,-0.101436,-0.272556,-0.708707,-1.38443,-3.1421,-0.190917
1878,80,Female,Christian,Widowed,No,Bereaved,4,NA,,20260909002,-9.13069,-0.78041,-8.60661,-1.78518,-9.9572,-0.427961,-0.194358,0.0222848,-0.0827881,-0.310029,1.01337,0.441619,0.418273,0.71962,1.76149,1.74332,0.432561,1.20694,1.1664,1.93873,7.42229,-0.163986,-0.156619,-0.245651,-0.659495,-1.36161,-3.10428,-0.201995
1879,38,Male,Hindu,Married,No,Had COVID,4,NA,,20260909002,-10.2956,-0.893674,-9.55964,-1.91193,-10.8043,-0.211134,-0.122175,-0.00782513,-0.00104713,-0.364277,1.30377,0.696706,0.552152,0.71889,1.95012,1.88036,0.526769,1.21301,1.28652,1.91826,8.34693,-0.159877,-0.137012,-0.230958,-0.597044,-1.45828,-3.17241,-0.169335
1880,33,Male,Muslim,Single,Yes,Had COVID,4,NA,,20260909002,-9.97228,-0.75207,-9.36739,-1.72991,-10.7138,-0.251332,-0.0902202,0.0838783,-0.0246262,0.00998781,1.04804,0.600393,0.485269,0.621566,1.98201,1.72096,0.342017,1.06303,1.24892,1.82155,8.23524,-0.194289,-0.133393,-0.220315,-0.677264,-1.37125,-3.13087,-0.181994
1881,61,Male,Christian,Married,No,None,3,NA,,20260909002,-11.335,-0.776173,-10.7671,-2.0099,-12.1016,-0.114461,-0.157622,-5.98577e-4,-0.0424037,-0.169364,0.832501,0.282115,0.459418,0.696555,1.70943,1.62128,0.326274,1.111,1.23413,1.89557,9.5476,-0.16507,-0.0493788,-0.259366,-0.686928,-1.3596,-3.08595,-0.182191
1882,40,Male,No religion,Married,No,None,4,NA,,20260909002,-10.7844,-0.703703,-10.2539,-1.80765,-11.3157,-0.43716699999999997,-0.258147,0.0226693,-0.112518,-0.337401,0.900596,0.335838,0.436448,0.623101,1.4658,1.69739,0.355675,1.12091,1.27494,1.75699,9.1033,-0.174886,-0.0950334,-0.288309,-0.681945,-1.41831,-3.16796,-0.200929
1883,24,Female,Not answered,Single,No,None,3,NA,,20260909002,-9.63152,-0.797831,-9.07488,-1.9488,-10.137,-0.31824,-0.135138,0.0355555,0.141227,-0.178304,1.10722,0.447024,0.50125,0.69793,1.75216,1.71757,0.346838,1.15941,1.12128,1.80626,7.83228,-0.172196,-0.0763109,-0.238597,-0.618195,-1.397,-3.0786,-0.153434
1884,90,Female,No religion,Widowed,No,None,2,NA,,20260909002,-9.76208,-1.13033,-9.13123,-2.01545,-10.4667,-0.122285,-0.0594426,0.117747,0.0701568,-0.276206,1.19789,0.918616,0.652392,0.880466,2.35885,1.9473800000000001,0.809004,1.35464,1.38895,2.3395,7.70867,-0.168146,-0.0848012,-0.230348,-0.668316,-1.3918,-3.16101,-0.173995
1885,41,Female,No religion,Married,Yes,None,3,NA,,20260909002,-11.0042,-0.789338,-10.3385,-1.92967,-11.5733,-0.0368815,-0.0853242,0.0271744,0.0364087,-0.196468,1.10979,0.366687,0.560309,0.855492,1.81475,1.78486,0.421845,1.25024,1.36394,1.97985,9.06504,-0.201831,-0.172786,-0.262889,-0.672825,-1.41854,-3.13039,-0.167181
1886,78,Female,Christian,Widowed,No,None,3,NA,,20260909002,-9.68721,-0.876995,-9.01847,-1.88941,-10.5139,-0.285292,-0.173086,-0.0495153,-0.0849621,-0.33459,0.962409,0.425818,0.39018,0.921713,1.85001,1.91057,0.66228,1.20722,1.39982,2.31561,7.89844,-0.161168,-0.118852,-0.254542,-0.668475,-1.37809,-3.115,-0.18092
1887,29,Male,Christian,Single,No,None,4,NA,,20260909002,-10.5716,-1.00694,-9.85798,-2.02758,-11.393,0.102975,0.199953,0.0995656,0.264233,0.138855,0.846381,0.377418,0.432486,0.645176,1.84276,1.62972,0.442481,1.24953,1.34029,2.06862,8.5953,-0.147397,-0.0992092,-0.304112,-0.695483,-1.38361,-3.10006,-0.202305
1888,18,Male,Christian,Single,No,None,3,NA,,20260909002,-8.6183,-0.677933,-8.05626,-1.8849,-9.19841,-0.306967,-0.203278,0.00716574,0.0482141,-0.198321,0.975393,0.31129,0.439345,0.700188,1.49231,1.74997,0.342879,1.16105,1.19603,1.8181,6.82111,-0.13767,-0.0970119,-0.267127,-0.657945,-1.42201,-3.1344,-0.199094
1889,35,Male,Hindu,Married,No,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909002,-9.77756,-0.85109,-9.14813,-1.91327,-10.5356,-0.269276,-0.137128,0.00289096,0.0114209,-0.139473,0.880602,0.296106,0.363246,0.60724,1.73618,1.69062,0.385907,1.10314,1.25079,1.98463,7.93445,-0.212285,-0.142644,-0.291193,-0.683788,-1.44481,-3.1623,-0.194794
1890,34,Female,Christian,Married,Yes,None,1,4,Conspiracy Ideation,20260909002,-10.8782,-1.10458,-10.2009,-2.30043,-11.5063,-0.196625,-0.112889,0.0480371,0.188993,-0.341126,1.22264,0.743816,0.712125,1.11503,2.05021,2.00246,0.760097,1.38779,1.63975,2.36587,8.79796,-0.194127,-0.156029,-0.286932,-0.662574,-1.4208,-3.1501,-0.170831
1891,76,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-8.62063,-0.839916,-8.07346,-1.80238,-9.37835,-0.306928,-0.282981,0.023041,-0.0830241,-0.34054,1.00167,0.502266,0.519258,0.567044,1.87922,1.77235,0.591177,1.28743,1.19878,2.09045,6.82777,-0.152495,-0.117105,-0.24637,-0.670159,-1.37778,-3.07359,-0.209127
1892,76,Male,Christian,Widowed,No,Bereaved,3,NA,,20260909002,-9.49636,-0.922138,-8.93208,-1.82189,-9.92254,-0.258387,-0.106713,0.170726,0.030776,-0.357078,1.08546,0.538781,0.582181,0.66651,1.55089,1.91678,0.615867,1.23613,1.2377,1.96381,7.57779,-0.145802,-0.173183,-0.247865,-0.638382,-1.41562,-3.1358,-0.202704
1893,70,Female,No religion,Widowed,No,None,4,NA,,20260909002,-11.1571,-1.11793,-10.4853,-1.98335,-11.8608,-0.140316,-0.0509883,0.0835689,0.10672,-0.0974605,1.21262,0.671753,0.63027,0.743075,1.9572,1.98597,0.607691,1.34764,1.44781,1.92391,9.11683,-0.164531,-0.186633,-0.272846,-0.69023,-1.43238,-3.17733,-0.18851
1894,69,Female,Muslim,Widowed,No,None,2,NA,,20260909002,-8.82707,-0.700279,-8.38329,-2.01066,-9.8308700000000009,-0.205048,-0.0499944,0.0730301,0.166519,0.0375167,1.01126,0.444951,0.513642,0.908079,2.05019,1.51461,0.272143,1.13529,1.22962,1.93346,7.19826,-0.124229,-0.118191,-0.235752,-0.663,-1.4285,-3.20724,-0.179746
1895,20,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-11.6925,-0.901512,-10.9668,-1.95303,-12.2614,-0.244913,-0.109018,-0.0423354,0.118712,-0.352267,1.1299,0.589998,0.572138,0.860339,1.96357,1.86687,0.547719,1.26536,1.34146,2.19234,9.75666,-0.231753,-0.200808,-0.275952,-0.698236,-1.38273,-3.13514,-0.216936
1896,68,Male,No religion,Married,No,None,3,NA,,20260909002,-8.33571,-0.638887,-7.88544,-1.7849,-9.14581,-0.360569,-0.311612,-0.060591,-0.187096,-0.36214,0.973957,0.342108,0.50316,0.702512,1.7424,1.66624,0.463452,1.22673,1.28335,2.11585,6.65729,-0.167369,-0.108268,-0.291634,-0.758981,-1.42424,-3.18622,-0.184651
1897,56,Male,No religion,Married,No,None,2,NA,,20260909002,-9.04696,-0.719486,-8.72434,-1.89628,-9.81111,-0.175653,-0.011392,0.173255,0.0746607,-0.127633,0.956381,0.406683,0.678179,0.700219,1.83137,1.66673,0.263552,1.29887,1.115,1.98068,7.323,-0.159114,-0.136,-0.197596,-0.585187,-1.44446,-3.20395,-0.18162
1898,30,Male,Christian,Single,No,None,4,NA,,20260909002,-10.2707,-1.05347,-9.60552,-1.99382,-10.998,-0.142863,0.054878,0.077438,0.136325,-0.114679,0.991856,0.51884,0.498355,0.721468,1.81257,1.94452,0.628837,1.29441,1.38804,2.0928,8.31024,-0.11034,-0.0883291,-0.249356,-0.644323,-1.43161,-3.12943,-0.177211
1899,29,Female,Christian,Single,No,None,1,NA,,20260909002,-9.46033,-0.741001,-9.01892,-1.89546,-10.1394,-0.540963,-0.304694,0.00355177,-0.292786,-0.461385,0.853538,0.234116,0.390975,0.716792,1.64516,1.78727,0.444043,1.23658,1.38168,2.04891,7.72096,-0.132967,-0.0261859,-0.311203,-0.691575,-1.4269,-3.19005,-0.158479
1900,32,Female,Christian,Single,No,None,2,NA,,20260909002,-9.73307,-0.82285,-9.14771,-1.88249,-10.3987,-0.26215,-0.116456,0.0155301,-0.0336894,-0.18361,0.83613,0.200151,0.467233,0.715161,1.43332,1.89962,0.558334,1.24571,1.33462,2.15363,7.9018,-0.185339,-0.114784,-0.263045,-0.691414,-1.44443,-3.16421,-0.197497
1901,33,Female,No religion,Divorced,No,Had COVID,4,NA,,20260909002,-9.36102,-0.787435,-8.76645,-1.96565,-9.85635,-0.431429,-0.351866,-0.0886361,-0.197421,-0.332283,1.21582,0.6187,0.616899,1.02039,1.94448,1.88133,0.494285,1.30813,1.43412,1.99725,7.50592,-0.173003,-0.100225,-0.221585,-0.681213,-1.44334,-3.17294,-0.190477
1902,24,Female,Christian,Single,No,None,2,NA,,20260909002,-10.431,-0.964888,-9.62012,-1.80695,-10.9649,-0.146419,-0.0240562,0.0721458,-0.127843,-0.2153,1.09602,0.593182,0.480233,0.66939,1.9114,1.81196,0.501124,1.11857,1.21791,1.96953,8.45032,-0.176726,-0.0916703,-0.198993,-0.583295,-1.39487,-3.08058,-0.188533
1903,61,Female,Christian,Single,Yes,Bereaved,3,NA,,20260909002,-10.4706,-0.716745,-10.0706,-1.78729,-11.1277,-0.238564,-0.116591,0.108388,-0.0333024,-0.252421,0.917305,0.416794,0.523892,0.850057,1.66405,1.6584700000000001,0.433444,1.24018,1.25181,1.9306,8.82262,-0.198852,-0.128288,-0.226149,-0.635962,-1.38715,-3.11772,-0.210403
1904,59,Female,No religion,Single,No,None,4,NA,,20260909002,-9.89676,-0.962113,-9.30828,-1.92427,-10.757,-0.229837,-0.12471,-0.0126177,0.0422174,-0.159418,1.12688,0.691992,0.588496,0.845215,2.06615,1.72584,0.485781,1.19461,1.23817,2.1008,8.03152,-0.22878,-0.137277,-0.211371,-0.618496,-1.38175,-3.09163,-0.200733
1905,56,Female,Muslim,Married,No,Had COVID,2,NA,,20260909002,-8.59146,-1.10853,-7.91392,-2.17971,-9.0951,-0.126711,-0.0028748,0.056765500000000003,-0.0581923,-0.215577,1.28331,0.651314,0.545943,1.00487,1.92976,1.98112,0.655647,1.3615,1.45049,2.11047,6.45552,-0.126179,-0.111647,-0.26159,-0.628833,-1.41203,-3.11318,-0.159442
